식품명,식품대분류명,에너지(kcal),단백질(g),당류(g),포화지방산(g),나트륨(mg),식이섬유(g),score_energy,score_sugar,score_satfat,score_sodium,food_group_score,kfni_total_score,kfni_grade
피자_크림치즈볼 피자 골드스윗 (L),빵 및 과자류,273,11.69,7.79,7.14,370.0,,2,2,2,2,5,13,D
피자_위스콘신치즈포테이토 피자 (F),빵 및 과자류,284,14.06,1.56,7.03,677.0,,3,0,2,3,5,13,D
피자_불고기 체다 스타라이트 피자 슈화 더블치즈 페퍼로니 엣지 (M),빵 및 과자류,268,12.42,2.43,5.78,474.0,,2,0,2,3,5,12,D
피자_웨지포테이토 피자,빵 및 과자류,302,11.96,1.72,7.48,411.0,,3,0,2,2,5,12,D
피자_치즈 피자 (L),빵 및 과자류,268,13.33,2.67,4.67,616.0,,2,0,2,3,5,12,D
피자_치즈 피자 (L),빵 및 과자류,366,7.16,4.05,1.28,438.0,,3,1,0,2,5,11,D
피자_치킨 바베큐 피자 씬 (F),빵 및 과자류,280,13.73,1.62,4.85,579.0,,2,0,2,3,5,12,D
피자_케이준더블쉬림프 피자 프리첼 치즈 (M),빵 및 과자류,232,10.5,6.55,4.37,462.0,,1,1,2,3,5,12,D
피자_칠리쉬림프 피자 씬 (L),빵 및 과자류,234,13.25,3.61,5.18,376.0,,2,0,2,2,5,11,D
피자_와이키키 피자 석쇠 (R),빵 및 과자류,262,14.19,2.03,5.41,370.0,,2,0,2,2,5,11,D
피자_어깨 피자 (L),빵 및 과자류,283,16.67,3.0,6.33,400.0,,3,0,2,2,5,12,D
피자_칠리쉬림프 피자 씬 (R),빵 및 과자류,234,12.9,4.84,5.0,368.0,,2,1,2,2,5,12,D
피자_순삭 크런치 포테이토 피자 오리지널 (M),빵 및 과자류,262,10.0,3.3,4.0,604.0,,2,0,2,3,5,12,D
피자_순삭 크런치 포테이토 피자 오리지널 (L),빵 및 과자류,260,9.84,3.47,3.79,603.0,,2,0,2,3,5,12,D
잔멸치볶음_꽈리고추,볶음류,293,24.78,5.84,2.74,1266.0,6.5,3,1,1,3,3,11,D
피자_슈림프 알프레도 피자 씬 (F),빵 및 과자류,238,12.67,0.97,4.87,461.0,,2,0,2,3,5,12,D
피자_슈퍼 디럭스 히어로 피자 나폴리 (L),빵 및 과자류,250,12.0,1.0,4.6,524.0,,2,0,2,3,5,12,D
피자_케이준더블쉬림프 피자 리치골드 M,빵 및 과자류,232,12.26,4.44,4.21,455.0,,1,1,2,2,5,11,D
피자_케이준더블쉬림프 피자 리치골드 (L),빵 및 과자류,226,12.05,4.04,3.92,495.0,,1,1,2,3,5,12,D
피자_케이준더블쉬림프 피자 더블치즈크러스트 (M),빵 및 과자류,234,14.41,2.68,4.88,514.0,,2,0,2,3,5,12,D
잔멸치볶음_견과류,볶음류,388,24.34,14.54,2.54,1753.0,11.0,3,3,1,3,3,13,D
피자_칠리새우 피자 석쇠 (R),빵 및 과자류,271,13.16,4.61,4.61,406.0,,2,1,2,2,5,12,D
피자_칠리새우 피자 석쇠 (L),빵 및 과자류,271,13.39,4.46,4.46,405.0,,2,1,2,2,5,12,D
피자_칠리새우 피자 리코타링 (R),빵 및 과자류,276,13.37,5.23,5.81,438.0,,2,1,2,2,5,12,D
피자_콤비네이션 피자 (L),빵 및 과자류,240,14.1,2.56,3.85,406.0,,2,0,2,2,5,11,D
피자_치킨 바베큐 피자 오리지널 (P),빵 및 과자류,251,11.72,3.91,3.91,590.0,,2,1,2,3,5,13,D
피자_프렌치밤 피자 (L),빵 및 과자류,322,14.22,6.79,5.47,405.0,,3,1,2,2,5,13,D
피자_케이준소시지 피자 (XL),빵 및 과자류,262,14.74,2.32,5.53,394.0,,2,0,2,2,5,11,D
피자_치킨 바베큐 피자 오리지널 (L),빵 및 과자류,251,12.3,4.28,3.74,590.0,,2,1,2,3,5,13,D
피자_치킨 바베큐 피자 오리지널 (F),빵 및 과자류,251,11.92,3.97,3.97,590.0,,2,1,2,3,5,13,D
피자_언더더씨 피자 (L),빵 및 과자류,255,15.83,4.39,4.96,419.0,,2,1,2,2,5,12,D
피자_케이준더블쉬림프 피자 프리첼 치즈 (L),빵 및 과자류,225,10.46,6.14,3.99,505.0,,1,1,2,3,5,12,D
피자_콘마요 피자 (L),빵 및 과자류,279,10.56,6.36,3.76,324.0,,2,1,2,1,5,11,D
피자_위스콘신치즈포테이토 피자 (P),빵 및 과자류,252,12.31,3.08,5.38,532.0,,2,0,2,3,5,12,D
피자_콘치즈 피자 (L),빵 및 과자류,307,9.89,4.47,6.17,355.0,,3,1,2,2,5,13,D
피자_크림치즈볼 피자 리코타링 (L),빵 및 과자류,275,11.97,7.75,7.04,401.0,,2,2,2,2,5,13,D
피자_크림치즈볼 피자 골드스윗 (R),빵 및 과자류,269,10.81,8.11,7.21,366.0,,2,2,2,2,5,13,D
피자_치즈 피자 (L),빵 및 과자류,312,11.92,4.66,5.7,118.0,,3,1,2,0,5,11,D
피자_치즈 피자 (L),빵 및 과자류,286,17.33,5.5,5.8,372.0,,3,1,2,2,5,13,D
피자_치즈 피자 (M),빵 및 과자류,269,14.99,4.24,3.58,463.0,,2,1,1,3,5,12,D
피자_치즈 피자 (R),빵 및 과자류,287,16.67,3.78,6.78,359.0,,3,1,2,2,5,13,D
피자_치즈 피자 (R),빵 및 과자류,278,16.67,3.7,5.74,333.0,,2,0,2,2,5,11,D
피자_치즈 피자 (XL),빵 및 과자류,321,12.86,3.57,5.0,453.0,,3,0,2,2,5,12,D
피자_베이컨포테이토 피자 (R),빵 및 과자류,276,9.95,4.35,5.65,395.0,,2,1,2,2,5,12,D
피자_치즈 피자 리치골드(L),빵 및 과자류,272,12.82,4.05,5.88,466.0,,2,1,2,3,5,13,D
피자_위스콘신치즈포테이토 피자 (L),빵 및 과자류,278,12.63,2.63,5.26,652.0,,2,0,2,3,5,12,D
피자_포게더 피자 오리진 (M),빵 및 과자류,236,11.94,6.52,3.83,378.0,,2,1,2,2,5,12,D
피자_크랩&립하우스 피자 슈퍼시드 화이버 오리지널 (M),빵 및 과자류,271,11.0,4.8,4.6,357.0,,2,1,2,2,5,12,D
피자_수퍼슈프림 피자 프리미엄 오리지널 (M),빵 및 과자류,260,13.12,2.53,4.65,609.0,,2,0,2,3,5,12,D
피자_와이키키 피자 석쇠 (L),빵 및 과자류,263,14.29,1.9,4.76,370.0,,2,0,2,2,5,11,D
피자_어니언불고기 피자 (L),빵 및 과자류,276,22.0,5.0,3.0,395.0,,2,1,1,2,5,11,D
피자_치즈 피자 씬바샤삭 (L),빵 및 과자류,360,16.67,3.51,7.89,392.0,,3,0,3,2,5,13,D
피자_콘치즈 피자,빵 및 과자류,269,13.39,5.36,4.46,454.0,,2,1,2,2,5,12,D
피자_칠리새우 피자 치즈링 (L),빵 및 과자류,268,14.17,3.94,4.72,457.0,,2,1,2,2,5,12,D
피자_포테이토 피자 더블치즈 엣지 (M),빵 및 과자류,245,11.31,1.59,5.1,426.0,,2,0,2,2,5,11,D
피자_콘치즈 피자 (R),빵 및 과자류,314,10.01,4.48,6.65,360.0,,3,1,2,2,5,13,D
피자_칠리새우 피자 치즈링 (R),빵 및 과자류,267,14.12,3.95,5.08,468.0,,2,1,2,3,5,13,D
와플_크림치즈딸기 와플,빵 및 과자류,225,3.58,12.88,5.16,140.0,,1,3,2,0,5,11,D
피자_토핑킹 피자 리치골드 (L),빵 및 과자류,253,12.73,4.19,4.71,505.0,,2,1,2,3,5,13,D
피자_치킨 바베큐 피자 골드링씬 (F),빵 및 과자류,278,12.41,4.34,5.58,517.0,,2,1,2,3,5,13,D
피자_멜팅치즈 피자 (L),빵 및 과자류,283,13.41,5.21,6.09,335.0,,3,1,2,2,5,13,D
피자_블랙앵거스 스테이크 피자 치즈버스트 나폴리 (L),빵 및 과자류,243,11.6,3.7,6.0,497.0,,2,0,2,3,5,12,D
피자_킹 브레드 쉬림프 골드 피자 치즈캡 (M),빵 및 과자류,245,16.98,2.45,6.49,442.0,,2,0,2,2,5,11,D
피자_킹 브레드 쉬림프 골드 피자 에그타르트 (M),빵 및 과자류,250,14.62,5.17,6.63,366.0,,2,1,2,2,5,12,D
피자_킹 브레드 쉬림프 골드 피자 골드 (M),빵 및 과자류,243,15.41,3.55,6.44,408.0,,2,0,2,2,5,11,D
피자_킹 브레드 쉬림프 골드 피자 노엣지 (M),빵 및 과자류,242,16.16,2.77,5.93,412.0,,2,0,2,2,5,11,D
피자_포테이토 피자 (R),빵 및 과자류,276,9.54,4.55,5.6,376.0,,2,1,2,2,5,12,D
피자_블랙앵거스 스테이크 피자 씬 (L),빵 및 과자류,260,11.0,6.0,6.8,464.0,,2,1,2,3,5,13,D
피자_크림치즈포테이토 피자 (L),빵 및 과자류,246,7.59,7.59,3.8,363.0,,2,2,2,2,5,13,D
피자_통베이컨할라피뇨 피자 (M),빵 및 과자류,258,15.05,3.23,5.38,366.0,,2,0,2,2,5,11,D
피자_통베이컨할라피뇨 피자 (L),빵 및 과자류,259,14.66,3.45,5.17,371.0,,2,0,2,2,5,11,D
피자_포테이토 피자 골드 (M),빵 및 과자류,234,11.33,3.36,4.88,384.0,,2,0,2,2,5,11,D
피자_토핑킹&수퍼슈프림 피자 프리첼 치즈 (L),빵 및 과자류,251,10.6,6.07,4.87,495.0,,2,1,2,3,5,13,D
피자_토핑킹&수퍼슈프림 피자 프리미엄 오리지널 (L),빵 및 과자류,250,12.83,3.17,3.83,593.0,,2,0,2,3,5,12,D
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 버스트 오리지널 (L),빵 및 과자류,278,13.48,5.33,5.97,410.0,,2,1,2,2,5,12,D
피자_블랙앵거스 스테이크 피자 더블치즈 페퍼로니 엣지 (L),빵 및 과자류,246,12.14,4.36,5.2,474.0,,2,1,2,3,5,13,D
피자_토핑킹&수퍼슈프림 피자 리치골드 (L),빵 및 과자류,249,12.15,3.93,4.72,486.0,,2,1,2,3,5,13,D
피자_불고기 피자 치즈캡 (M),빵 및 과자류,270,16.96,5.0,4.4,483.0,,2,1,2,3,5,13,D
피자_불고기의정석 피자 (L),빵 및 과자류,248,13.33,5.71,4.67,314.0,,2,1,2,1,5,11,D
피자_블랙앵거스 스테이크 피자 치즈 엣지 (L),빵 및 과자류,242,11.7,4.5,5.0,459.0,,2,1,2,3,5,13,D
피자_불고기의정석 피자 (M),빵 및 과자류,247,14.14,5.05,4.75,313.0,,2,1,2,1,5,11,D
피자_체다베이컨고구마 피자 (L),빵 및 과자류,319,20.0,5.0,2.0,411.0,,3,1,1,2,5,12,D
피자_체다소세지 피자 (L),빵 및 과자류,250,13.66,4.92,3.89,527.0,,2,1,2,3,5,13,D
피자_체다소세지 피자 바이트 (L),빵 및 과자류,246,12.8,5.66,4.48,528.0,,2,1,2,3,5,13,D
피자_불고기 체다 스타라이트 피자 더블치즈 페퍼로니 엣지 (L),빵 및 과자류,267,12.32,1.93,6.01,515.0,,2,0,2,3,5,12,D
피자_블랙앵거스 스테이크 피자 씬 (M),빵 및 과자류,244,10.6,6.5,6.6,443.0,,2,1,2,2,5,12,D
피자_블랙앵거스 스테이크 피자 치즈버스트 오리지널 (L),빵 및 과자류,248,11.6,5.8,6.66,471.0,,2,1,2,3,5,13,D
피자_킹 브레드 쉬림프 골드 칠리 피자 에그타르트 (M),빵 및 과자류,250,14.6,5.2,6.64,366.0,,2,1,2,2,5,12,D
피자_불고기 체다 스타라이트 피자 화이버 버스트 오리지널 (L),빵 및 과자류,254,11.6,2.9,5.0,416.0,,2,0,2,2,5,11,D
피자_치즈블라썸 스테이크 피자 크림치즈 (R),빵 및 과자류,265,15.04,4.42,6.19,406.0,,2,1,2,2,5,12,D
피자_치즈스테이크 피자(L),빵 및 과자류,261,16.45,0.38,5.9,386.0,,2,0,2,2,5,11,D
피자_크랩&립하우스 피자 치즈버스트 오리지널 (L),빵 및 과자류,281,11.92,3.72,6.54,529.0,,2,1,2,3,5,13,D
피자_불고기 체다 스타라이트 피자 더블치즈 엣지 (M),빵 및 과자류,269,12.7,1.0,5.8,526.0,,2,0,2,3,5,12,D
피자_체다치즈 피자,빵 및 과자류,298,16.67,3.97,5.56,400.0,,3,1,2,2,5,13,D
피자_웨지포테이토 피자 마니아 파마산엣지 (M),빵 및 과자류,269,11.7,1.8,4.6,453.0,,2,0,2,2,5,11,D
피자_크랩&립하우스 피자 오리지널 (M),빵 및 과자류,279,12.13,3.6,5.05,486.0,,2,0,2,3,5,12,D
피자_체다콤비네이션 피자 (L),빵 및 과자류,349,20.76,3.24,7.54,413.0,,3,0,2,2,5,12,D
피자_체다폭탄베이컨체다 피자,빵 및 과자류,291,15.03,0.65,5.23,237.0,,3,0,2,1,5,11,D
피자_치왕 피자 고구마크러스트 (L),빵 및 과자류,247,11.66,5.52,3.62,460.0,,2,1,1,3,5,12,D
피자_치왕 피자 밀스크린고구마크러스트 (L),빵 및 과자류,251,11.39,5.06,3.61,511.0,,2,1,1,3,5,12,D
피자_치왕 피자 밀스크린체다크림크러스트 (L),빵 및 과자류,252,11.95,5.66,3.71,568.0,,2,1,1,3,5,12,D
피자_치왕 피자 밀스크린치즈크러스트 (L),빵 및 과자류,248,12.66,3.8,3.67,541.0,,2,1,1,3,5,12,D
피자_치왕 피자 체다크림크러스트 (L),빵 및 과자류,250,12.27,5.52,3.74,518.0,,2,1,2,3,5,13,D
피자_치왕 피자 치즈크러스트 (L),빵 및 과자류,245,12.88,4.29,3.74,489.0,,2,1,2,3,5,13,D
피자_웨지포테이토 피자 마니아 에어도우 (L),빵 및 과자류,266,11.06,1.95,4.39,428.0,,2,0,2,2,5,11,D
피자_체다골드포테이토 피자 치즈링 (R),빵 및 과자류,242,11.54,1.92,4.81,411.0,,2,0,2,2,5,11,D
피자_체다바비큐필레 피자 (L),빵 및 과자류,278,11.54,6.05,3.68,332.0,,2,1,1,2,5,11,D
피자_킹 브레드 쉬림프 골드 칠리 피자 골드 칠리 (M),빵 및 과자류,243,15.4,3.56,6.45,408.0,,2,0,2,2,5,11,D
피자_짱감자 피자 밀스크린체다크림크러스트 (L),빵 및 과자류,234,10.74,3.36,2.89,495.0,,2,0,1,3,5,11,D
피자_불고기 체다 스타라이트 피자 화이버 엣지 오리지널 (M),빵 및 과자류,264,12.0,2.5,5.6,459.0,,2,0,2,3,5,12,D
피자_불고기 체다 스타라이트 피자 화이버 엣지 오리지널 (L),빵 및 과자류,264,12.0,2.0,5.6,421.0,,2,0,2,2,5,11,D
피자_킹 브레드 쉬림프 골드 칠리 피자 골드 칠리 (L),빵 및 과자류,233,13.38,3.72,5.69,416.0,,1,1,2,2,5,11,D
피자_슈퍼 디럭스 히어로 피자 더블치즈 페퍼로니 엣지 (L),빵 및 과자류,251,11.55,0.97,4.95,516.0,,2,0,2,3,5,12,D
피자_불고기 체다 스타라이트 피자 나폴리 (M),빵 및 과자류,257,12.0,3.0,5.0,537.0,,2,0,2,3,5,12,D
피자_치즈블라썸 스테이크 피자 치즈캡 (R),빵 및 과자류,232,14.16,2.65,6.19,485.0,,1,0,2,3,5,11,D
피자_베스트 콰트로 피자 나폴리 (L),빵 및 과자류,218,10.0,4.0,4.0,484.0,,1,1,2,3,5,12,D
피자_아시아고 피자 고구마크러스트 (L),빵 및 과자류,250,11.82,5.45,3.91,379.0,,2,1,2,2,5,12,D
피자_배이컨치즈 피자 (L),빵 및 과자류,303,19.54,3.45,5.75,379.0,,3,0,2,2,5,12,D
피자_페파로니 피자 흑미스크린 (R),빵 및 과자류,237,12.86,4.29,3.0,450.0,,2,1,1,2,5,11,D
피자_페퍼로니 플러스 피자 치즈캡 (L),빵 및 과자류,274,15.13,3.87,3.92,475.0,,2,1,2,3,5,13,D
피자_청양핫불고기 피자 (L),빵 및 과자류,261,14.41,5.41,5.41,396.0,,2,1,2,2,5,12,D
피자_채소콤비네이션 피자 (R),빵 및 과자류,236,10.55,4.75,5.13,358.0,,2,1,2,2,5,12,D
피자_페파로니 피자 흑미스크린치즈크러스트 (R),빵 및 과자류,227,12.35,4.94,2.96,459.0,,1,1,1,3,5,11,D
피자_채소콤비네이션 피자 (L),빵 및 과자류,231,10.14,4.72,4.62,350.0,,1,1,2,2,5,11,D
피자_아보카도바이트 피자 (M),빵 및 과자류,224,11.29,8.44,3.4,500.0,,1,2,1,3,5,12,D
피자_아보카도바이트 피자 (L),빵 및 과자류,231,11.23,7.85,3.71,500.0,,1,2,1,3,5,12,D
피자_핫불고기 피자,빵 및 과자류,238,14.96,7.09,3.94,479.0,,2,1,2,3,5,13,D
피자_직화홀릭바베큐 피자 (M),빵 및 과자류,258,14.14,5.05,5.05,354.0,,2,1,2,2,5,12,D
피자_직화홀릭바베큐 피자 (L),빵 및 과자류,259,14.15,4.72,5.66,358.0,,2,1,2,2,5,12,D
피자_페파불나 피자 (L),빵 및 과자류,288,17.0,3.0,4.0,579.0,,3,0,2,3,5,13,D
피자_페퍼디언스 피자 (L),빵 및 과자류,257,13.71,4.27,5.73,338.0,,2,1,2,2,5,12,D
피자_체다 스테이크 피자,빵 및 과자류,239,13.61,5.82,3.34,415.0,,2,1,1,2,5,11,D
피자_페퍼로니 피자 (L),빵 및 과자류,279,14.92,6.76,4.3,479.0,,2,1,2,3,5,13,D
피자_할라피뇨 페이버릿 피자 (XL),빵 및 과자류,256,14.45,3.62,5.41,542.0,,2,0,2,3,5,12,D
피자_아시아고 피자 밀스크린 (R),빵 및 과자류,260,13.43,4.48,4.48,491.0,,2,1,2,3,5,13,D
피자_직화불고기 피자 리치골드(L),빵 및 과자류,269,12.3,3.67,5.11,466.0,,2,0,2,3,5,12,D
피자_아시아고 피자 밀스크린체다크림크러스트 (L),빵 및 과자류,258,12.26,6.6,4.06,540.0,,2,1,2,3,5,13,D
피자_페퍼로니 플러스 피자 치즈캡 (R),빵 및 과자류,296,17.45,2.68,6.04,545.0,,3,0,2,3,5,13,D
피자_체다콘치즈 피자 (R),빵 및 과자류,252,11.29,5.86,5.14,449.0,,2,1,2,2,5,12,D
피자_배이컨치즈 피자 (M),빵 및 과자류,303,18.42,3.95,6.05,382.0,,3,1,2,2,5,13,D
피자_페퍼로니 피자 (R),빵 및 과자류,289,14.04,3.51,4.74,474.0,,3,0,2,3,5,13,D
피자_킹 브레드 쉬림프 골드 칠리 피자 에그타르트 (L),빵 및 과자류,239,12.52,5.39,5.83,373.0,,2,1,2,2,5,12,D
피자_페퍼로니 피자 (R),빵 및 과자류,281,11.02,5.08,5.08,636.0,,2,1,2,3,5,13,D
피자_불고기 체다 스타라이트 피자 나폴리 (L),빵 및 과자류,249,11.9,2.0,5.0,508.0,,2,0,2,3,5,12,D
피자_불고기 피자 오리진 (M),빵 및 과자류,270,15.79,5.93,3.21,448.0,,2,1,1,2,5,11,D
피자_불벅 피자 (L),빵 및 과자류,270,13.15,6.82,3.89,345.0,,2,1,2,2,5,12,D
피자_불닭 피자,빵 및 과자류,225,15.67,4.48,3.73,487.0,,1,1,2,3,5,12,D
피자_킹 브레드 쉬림프 골드 칠리 피자 노엣지 (M),빵 및 과자류,242,16.16,2.77,5.93,412.0,,2,0,2,2,5,11,D
피자_슈퍼 디럭스 히어로 피자 더블치즈 페퍼로니 엣지 (M),빵 및 과자류,257,12.41,0.78,5.87,533.0,,2,0,2,3,5,12,D
피자_불닭고구마 피자,빵 및 과자류,254,9.86,1.88,5.63,385.0,,2,0,2,2,5,11,D
피자_불고기 피자 씬바샤삭 (R),빵 및 과자류,300,14.0,3.0,8.0,433.0,,3,0,3,2,5,13,D
피자_불고기 피자 씬바샤삭 (L),빵 및 과자류,287,13.99,3.5,6.99,407.0,,3,0,2,2,5,12,D
피자_불고기 피자 (L),빵 및 과자류,245,5.63,3.07,5.11,359.0,,2,0,2,2,5,11,D
피자_불고기 피자 (L),빵 및 과자류,216,13.81,4.97,3.31,609.0,,1,1,1,3,5,11,D
소시지볶음,볶음류,280,11.94,5.83,5.8,887.0,2.5,2,1,2,3,3,11,D
피자_불고기 피자,빵 및 과자류,294,11.15,2.22,2.52,365.0,,3,0,1,2,5,11,D
피자_찐4 피자,빵 및 과자류,273,13.81,4.06,4.18,484.0,,2,1,2,3,5,13,D
피자_케이준더블쉬림프 피자 포켓 피자 콘치즈포켓 (M),빵 및 과자류,262,11.68,4.62,3.95,478.0,,2,1,2,3,5,13,D
피자_프레드 피자 (L),빵 및 과자류,246,13.47,4.28,5.81,450.0,,2,1,2,2,5,12,D
피자_치킨 바베큐 피자 오리지널 (R),빵 및 과자류,251,12.34,4.35,3.63,590.0,,2,1,1,3,5,12,D
피자_페파로니 피자 흑미스크린 (L),빵 및 과자류,242,13.0,5.0,3.2,449.0,,2,1,1,2,5,11,D
피자_청양핫불고기 피자 (M),빵 및 과자류,259,14.15,5.66,5.66,396.0,,2,1,2,2,5,12,D
피자_아시아고 피자 밀스크린 (L),빵 및 과자류,262,12.77,4.26,4.26,493.0,,2,1,2,3,5,13,D
피자_페퍼로니 피자 (M),빵 및 과자류,269,15.45,4.22,3.62,500.0,,2,1,1,3,5,12,D
피자_페퍼로니 피자 (P),빵 및 과자류,281,10.91,4.55,4.55,634.0,,2,1,2,3,5,13,D
피자_아시아고 피자 고구마크러스트 (R),빵 및 과자류,249,11.49,5.75,3.79,376.0,,2,1,2,2,5,12,D
피자_치즈블라썸 스테이크 피자 크림치즈 (L),빵 및 과자류,245,10.81,5.95,5.47,401.0,,2,1,2,2,5,12,D
피자_체다왕손뚱베이컨 피자 (L),빵 및 과자류,256,16.0,1.87,6.87,506.0,,2,0,2,3,5,12,D
피자_치즈블라썸 스테이크 피자 치즈캡 (L),빵 및 과자류,246,12.99,4.58,5.07,458.0,,2,1,2,2,5,12,D
피자_우리 고구마 피자 오리지널 (L),빵 및 과자류,248,10.5,5.7,4.6,348.0,,2,1,2,2,5,12,D
피자_용암불고기 피자 (L),빵 및 과자류,255,14.47,5.0,4.74,421.0,,2,1,2,2,5,12,D
피자_페퍼로니 시카고 피자,빵 및 과자류,265,12.85,5.34,6.84,496.0,,2,1,2,3,5,13,D
피자_페퍼로니 피자 슈화 더블 치즈 페퍼로니 엣지 (M),빵 및 과자류,334,16.09,2.09,7.07,527.0,,3,0,2,3,5,13,D
피자_페페로니 러버 피자 오리지널 (L),빵 및 과자류,306,14.04,3.16,5.2,739.0,,3,0,2,3,5,13,D
피자_페퍼로니 피자 슈화 더블 치즈 페퍼로니 엣지 (L),빵 및 과자류,326,15.9,2.62,7.36,507.0,,3,0,2,3,5,13,D
피자_페페로니 러버 피자 오리지널 (M),빵 및 과자류,309,14.69,2.92,5.62,724.0,,3,0,2,3,5,13,D
피자_페페로니 피자 씬바샤삭 (L),빵 및 과자류,343,16.67,3.33,7.5,572.0,,3,0,2,3,5,13,D
피자_블랙타이거 슈림프 피자 나폴리 (M),빵 및 과자류,236,12.0,4.0,4.0,623.0,,2,1,2,3,5,13,D
피자_직화불고기 피자 (L),빵 및 과자류,243,14.67,2.67,4.27,344.0,,2,0,2,2,5,11,D
피자_왕손뚱베이컨 피자 (L),빵 및 과자류,262,16.23,2.7,5.02,440.0,,2,0,2,2,5,11,D
피자_페페로니 러버 피자 오리지널 파마산 치즈 (L),빵 및 과자류,310,14.69,3.05,5.76,751.0,,3,0,2,3,5,13,D
피자_페페로니 러버 피자 오리지널 파마산 치즈 (M),빵 및 과자류,316,15.45,2.84,6.27,743.0,,3,0,2,3,5,13,D
피자_블랙타이거 슈림프 피자 더블치즈 페퍼로니 엣지 (M),빵 및 과자류,252,13.05,3.6,5.17,582.0,,2,0,2,3,5,12,D
피자_페퍼로니 피자 (7인치),빵 및 과자류,267,13.33,5.56,5.56,633.0,,2,1,2,3,5,13,D
피자_트리플치즈프라이 피자 (L),빵 및 과자류,284,10.22,4.38,3.65,369.0,,3,1,1,2,5,12,D
피자_울트라콤비네이션 피자 (L),빵 및 과자류,239,11.56,6.12,4.08,340.0,,2,1,2,2,5,12,D
피자_트러플베이컨 피자 (L),빵 및 과자류,275,11.58,6.86,3.05,350.0,,2,1,1,2,5,11,D
피자_통새우 피자 (L),빵 및 과자류,237,12.37,4.64,3.61,593.0,,2,1,1,3,5,12,D
피자_통삽겹파인 피자,빵 및 과자류,282,13.45,5.88,5.04,454.0,,3,1,2,2,5,13,D
피자_페퍼로니 피자 슈퍼시드 화이버 오리지널 (M),빵 및 과자류,270,12.0,2.0,4.0,341.0,,2,0,2,2,5,11,D
피자_페퍼로니 피자 슈퍼시드 화이버 오리지널 (L),빵 및 과자류,274,12.5,2.6,4.9,356.0,,2,0,2,2,5,11,D
피자_페퍼로니 피자 슈퍼시드 화이버 버스트 오리지널 (L),빵 및 과자류,328,15.38,3.45,7.19,486.0,,3,0,2,3,5,13,D
피자_페퍼로니 피자 더블치즈 엣지 (M),빵 및 과자류,286,13.79,3.27,6.59,524.0,,3,0,2,3,5,13,D
피자_용암불고기 피자 (R),빵 및 과자류,255,14.0,5.0,4.73,421.0,,2,1,2,2,5,12,D
피자_페퍼로니 피자 오리지널 (M),빵 및 과자류,275,12.5,3.19,5.0,471.0,,2,0,2,3,5,12,D
피자_포테이토 피자 더블치즈 엣지 (L),빵 및 과자류,237,11.14,2.43,5.11,389.0,,2,0,2,2,5,11,D
피자_페퍼로니 피자 오리지널 (R),빵 및 과자류,281,11.02,5.08,5.08,636.0,,2,1,2,3,5,13,D
피자_포테이토 피자 나폴리 (M),빵 및 과자류,236,10.28,2.46,4.13,364.0,,2,0,2,2,5,11,D
피자_직화불고기 피자 리치골드(M),빵 및 과자류,272,12.63,4.21,5.26,435.0,,2,1,2,2,5,12,D
피자_토핑킹 피자 더블치즈크러스트 (M),빵 및 과자류,264,15.08,2.95,5.68,540.0,,2,0,2,3,5,12,D
피자_토핑킹 피자 더블치즈크러스트 (L),빵 및 과자류,257,14.46,2.95,5.3,1156.0,,2,0,2,3,5,12,D
피자_토핑농장 피자 (L),빵 및 과자류,205,10.0,7.95,3.07,448.0,,1,2,1,2,5,11,D
피자_직화불고기 피자 치즈크러스트 (L),빵 및 과자류,270,13.28,2.15,4.96,488.0,,2,0,2,3,5,12,D
피자_텍사스 풀드포크 피자 (XL),빵 및 과자류,259,15.32,5.57,4.06,411.0,,2,1,2,2,5,12,D
피자_직화불고기 피자 치즈크러스트 (M),빵 및 과자류,271,13.98,2.04,5.39,504.0,,2,0,2,3,5,12,D
피자_직화불고기 피자,빵 및 과자류,261,14.31,5.19,3.79,436.0,,2,1,2,2,5,12,D
피자_브루클린 버거 피자 오리지널 파마산 치즈 (L),빵 및 과자류,273,13.3,4.77,4.95,584.0,,2,1,2,3,5,13,D
피자_브루클린 버거 피자 오리지널 (M),빵 및 과자류,271,13.1,5.0,4.76,567.0,,2,1,2,3,5,13,D
