식품명,식품대분류명,에너지(kcal),단백질(g),당류(g),포화지방산(g),나트륨(mg),식이섬유(g),score_energy,score_sugar,score_satfat,score_sodium,food_group_score,kfni_total_score,kfni_grade
피자_킹 브레드 쉬림프 골드 피자 에그타르트 (L),빵 및 과자류,239,12.54,5.36,5.82,374.0,,2,1,2,2,5,12,D
피자_포테이토 피자 씬바샤삭 (R),빵 및 과자류,327,12.75,3.36,8.72,421.0,,3,0,3,2,5,13,D
피자_콤비네이션 피자 치즈캡 (R),빵 및 과자류,261,14.29,3.7,5.29,444.0,,2,0,2,2,5,11,D
피자_에그콘 피자 (L),빵 및 과자류,237,9.0,6.0,3.75,360.0,,2,1,2,2,5,12,D
피자_콤비네이션 피자,빵 및 과자류,252,14.77,3.98,3.98,403.0,,2,1,2,2,5,12,D
피자_치즈블라썸 스테이크 피자 치즈캡 (M),빵 및 과자류,258,13.54,4.19,5.68,491.0,,2,1,2,3,5,13,D
피자_베이컨체더 피자 더블치즈 엣지 (L),빵 및 과자류,264,12.71,2.38,6.33,494.0,,2,0,2,3,5,12,D
피자_콤비네이션 피자 (L),빵 및 과자류,245,13.31,3.7,4.03,577.0,,2,0,2,3,5,12,D
피자_페페로니 피자 팬 (L),빵 및 과자류,303,11.89,2.66,5.43,583.0,,3,0,2,3,5,13,D
피자_페파로니 피자 고구마크러스트 (L),빵 및 과자류,244,11.67,4.17,2.92,408.0,,2,1,1,2,5,11,D
피자_아시아고 피자 치즈크러스트 (R),빵 및 과자류,245,12.5,3.41,3.98,426.0,,2,0,2,2,5,11,D
피자_바베큐치킨 피자,빵 및 과자류,228,16.18,6.62,3.68,482.0,,1,1,1,3,5,11,D
피자_치즈 피자 크레이프 샌드 피자 (L),빵 및 과자류,247,9.5,5.0,5.9,447.0,,2,1,2,2,5,12,D
피자_치즈 피자 치즈버스트 오리지널 (L),빵 및 과자류,265,12.03,3.49,6.04,509.0,,2,0,2,3,5,12,D
피자_미트볼하우스 피자 (XL),빵 및 과자류,261,18.0,3.17,6.95,438.0,,2,0,2,2,5,11,D
소고기볶음_고추장,볶음류,197,14.36,9.7,4.28,554.0,8.8,1,2,2,3,3,11,D
피자_순삭 크런치 포테이토 피자 팬 (L),빵 및 과자류,285,9.08,3.46,4.23,537.0,,3,0,2,3,5,13,D
피자_아시아고 피자 치즈크러스트 (L),빵 및 과자류,245,12.73,3.64,4.09,423.0,,2,0,2,2,5,11,D
피자_하프앤하프 피자 골드 (M),빵 및 과자류,234,11.57,4.57,3.87,425.0,,2,1,2,2,5,12,D
피자_치즈 피자 치즈버스트 나폴리 (L),빵 및 과자류,273,13.41,3.56,7.81,539.0,,2,0,3,3,5,13,D
피자_아시아고 피자 체다크림크러스트 (R),빵 및 과자류,253,11.49,5.75,4.02,464.0,,2,1,2,3,5,13,D
피자_미트볼페퍼로니 피자 (M),빵 및 과자류,291,15.19,5.06,6.33,380.0,,3,1,2,2,5,13,D
피자_미트볼페퍼로니 피자 (L),빵 및 과자류,292,15.48,4.76,7.14,381.0,,3,1,2,2,5,13,D
피자_하프앤하프 피자 에그타르트 (M),빵 및 과자류,241,10.69,6.38,4.07,379.0,,2,1,2,2,5,12,D
피자_미스터트리오 피자 크림치즈 (M),빵 및 과자류,221,10.5,4.83,5.42,436.0,,1,1,2,2,5,11,D
피자_베이컨포테이토 피자 프리첼 치즈 (L),빵 및 과자류,257,8.88,6.08,4.55,524.0,,2,1,2,3,5,13,D
피자_치즈 피자 오리지널 (M),빵 및 과자류,261,11.58,2.23,4.02,450.0,,2,0,2,2,5,11,D
피자_아시아고 피자 팬 (L),빵 및 과자류,257,13.27,4.08,4.29,413.0,,2,1,2,2,5,12,D
피자_아시아고 피자 팬 (R),빵 및 과자류,258,12.99,3.9,4.16,412.0,,2,1,2,2,5,12,D
피자_페파로니 시카고 피자,빵 및 과자류,288,14.97,0.68,4.76,285.0,,3,0,2,1,5,11,D
피자_하와이안스페셜 피자 치즈캡 (M),빵 및 과자류,244,13.97,4.87,3.94,417.0,,2,1,2,2,5,12,D
피자_치즈 피자 팬 (M),빵 및 과자류,285,11.64,2.71,5.0,468.0,,3,0,2,3,5,13,D
피자_아이리쉬포테이토 피자 (F),빵 및 과자류,241,9.63,3.7,2.96,508.0,,2,0,1,3,5,11,D
피자_치즈 피자 크레이프 샌드 피자 (M),빵 및 과자류,248,9.8,5.9,6.1,452.0,,2,1,2,2,5,12,D
피자_치즈바이트 피자,빵 및 과자류,250,14.81,4.44,4.44,531.0,,2,1,2,3,5,13,D
피자_콤비네이션 피자 (L),빵 및 과자류,244,11.9,1.19,3.93,405.0,,2,0,2,2,5,11,D
피자_하와이안 피자 (L),빵 및 과자류,297,17.08,4.83,4.98,315.0,,3,1,2,1,5,12,D
피자_순삭 크런치 포테이토 피자 오리지널 파마산 치즈 (M),빵 및 과자류,270,10.69,3.27,4.55,624.0,,2,0,2,3,5,12,D
피자_치즈 피자 (12인치),빵 및 과자류,247,11.33,4.67,5.33,547.0,,2,1,2,3,5,13,D
피자_콤비네이션 피자 (L),빵 및 과자류,326,7.9,3.6,1.9,406.0,,3,0,1,2,5,11,D
피자_블록버스터4 피자 더블치즈 엣지 (M),빵 및 과자류,236,12.6,2.6,5.0,539.0,,2,0,2,3,5,12,D
피자_쉬림프크림 피자,빵 및 과자류,225,13.64,5.34,4.07,344.0,,1,1,2,2,5,11,D
피자_블록버스터4 피자 슈퍼시드 화이버 버스트 오리지널 (L),빵 및 과자류,281,15.03,3.42,5.63,504.0,,2,0,2,3,5,12,D
피자_치즈왕창 피자 (R),빵 및 과자류,276,14.31,4.88,8.02,402.0,,2,1,3,2,5,13,D
피자_포테이토 피자 치즈링 (L),빵 및 과자류,278,13.46,3.85,4.81,497.0,,2,1,2,3,5,13,D
피자_콤비네이션 피자 (R),빵 및 과자류,244,12.82,1.15,3.85,410.0,,2,0,2,2,5,11,D
피자_베이컨체다 피자,빵 및 과자류,255,17.15,4.16,4.81,407.0,,2,1,2,2,5,12,D
피자_치즈왕창 피자 (L),빵 및 과자류,280,14.87,4.62,8.63,404.0,,2,1,3,2,5,13,D
피자_콤비네이션 피자 (XL),빵 및 과자류,251,16.1,2.84,7.09,381.0,,2,0,2,2,5,11,D
피자_오리지널슈프림 피자 마니아 에어도우 (L),빵 및 과자류,247,11.8,2.7,4.43,437.0,,2,0,2,2,5,11,D
피자_치즈블라썸 스테이크 피자 크림치즈 (M),빵 및 과자류,257,11.15,5.66,5.95,429.0,,2,1,2,2,5,12,D
피자_콤비네이션 피자 바이트 (L),빵 및 과자류,243,12.57,4.64,4.55,569.0,,2,1,2,3,5,13,D
피자_콤비네이션 피자 오리진 (L),빵 및 과자류,243,10.98,5.05,3.5,423.0,,2,1,1,2,5,11,D
피자_필라치즈불고기 피자 (L),빵 및 과자류,263,15.39,6.26,5.57,571.0,,2,1,2,3,5,13,D
피자_블랙트러플 스테이크 시카고 피자,빵 및 과자류,278,15.0,5.63,6.25,489.0,,2,1,2,3,5,13,D
피자_하와이안 피자 오리지널 (P),빵 및 과자류,233,9.66,6.44,3.22,477.0,,1,1,1,3,5,11,D
피자_하와이안 피자 (L),빵 및 과자류,252,13.8,6.44,4.88,287.0,,2,1,2,1,5,11,D
피자_치즈블라썸 스테이크 피자 노엣지 (M),빵 및 과자류,256,12.3,4.72,5.03,468.0,,2,1,2,3,5,13,D
피자_치즈블라썸 스테이크 피자 골드 (M),빵 및 과자류,256,12.05,5.24,5.65,456.0,,2,1,2,2,5,12,D
피자_페파로니 피자 (XL),빵 및 과자류,273,10.61,3.35,3.91,399.0,,2,0,2,2,5,11,D
피자_체다콘치즈 피자 (L),빵 및 과자류,256,11.85,5.22,5.11,485.0,,2,1,2,3,5,13,D
와플_클래식 블루베리 와플,빵 및 과자류,259,3.84,19.42,4.04,175.0,,2,3,2,0,5,12,D
피자_페퍼로니디트로이트 피자,빵 및 과자류,280,14.29,3.06,4.59,476.0,,2,0,2,3,5,12,D
피자_콤비네이션 피자 오리진 (M),빵 및 과자류,258,13.33,3.25,4.98,472.0,,2,0,2,3,5,12,D
피자_포테이토 피자 크림치즈 (M),빵 및 과자류,235,10.43,3.85,5.21,359.0,,2,1,2,2,5,12,D
피자_콤비네이션 1958 피자 팬 (L),빵 및 과자류,294,12.11,2.75,5.05,533.0,,3,0,2,3,5,13,D
피자_콤비네이션 1958 피자 오리지널 파마산 치즈 (M),빵 및 과자류,287,15.09,2.52,5.91,664.0,,3,0,2,3,5,13,D
피자_수퍼슈프림 피자 프리첼 치즈 (L),빵 및 과자류,254,10.49,5.8,5.31,495.0,,2,1,2,3,5,13,D
피자_와이키키 피자 씬도우 (R),빵 및 과자류,304,14.41,3.6,6.31,431.0,,3,0,2,2,5,12,D
피자_와이키키 피자 씬도우 (L),빵 및 과자류,292,13.48,3.93,7.3,393.0,,3,1,2,2,5,13,D
피자_콤비네이션 1958 피자 오리지널 파마산 치즈 (L),빵 및 과자류,271,13.9,2.76,5.05,632.0,,2,0,2,3,5,12,D
피자_콤비네이션 1958 피자 오리지널 (M),빵 및 과자류,281,14.45,2.58,5.35,646.0,,2,0,2,3,5,12,D
피자_콤비네이션 1958 피자 오리지널 (L),빵 및 과자류,267,13.33,2.84,4.51,618.0,,2,0,2,3,5,12,D
피자_포테이토베이컨골드 피자,빵 및 과자류,253,12.36,5.06,5.62,401.0,,2,1,2,2,5,12,D
피자_콤비X콤비네이션 피자 (XL),빵 및 과자류,259,14.17,5.32,5.47,527.0,,2,1,2,3,5,13,D
피자_포테이토베이컨 피자,빵 및 과자류,242,12.6,5.93,3.54,456.0,,2,1,1,2,5,11,D
피자_베이컨할라피뇨 피자,빵 및 과자류,236,14.5,3.82,4.58,521.0,,2,1,2,3,5,13,D
피자_칠리새우 피자 골드스윗 (R),빵 및 과자류,274,12.77,5.32,5.85,394.0,,2,1,2,2,5,12,D
피자_야채 피자 리치골드 (M),빵 및 과자류,251,11.47,4.59,4.86,383.0,,2,1,2,2,5,12,D
피자_포테이토 피자 치즈버스트 나폴리 (L),빵 및 과자류,249,11.0,2.69,6.46,408.0,,2,0,2,2,5,11,D
피자_치킨할라피뇨 피자 치즈링 (R),빵 및 과자류,262,16.43,7.14,5.0,596.0,,2,1,2,3,5,13,D
피자_케미콤보 피자 씬 (L),빵 및 과자류,282,12.75,3.58,7.25,523.0,,3,0,2,3,5,13,D
피자_칠리불갈비 피자 골드스윗 (L),빵 및 과자류,279,14.41,4.5,7.21,424.0,,2,1,2,2,5,12,D
피자_칠리불갈비 피자 골드스윗 (R),빵 및 과자류,279,14.37,4.02,6.32,422.0,,2,1,2,2,5,12,D
피자_포테이토 피자 슈화 더블 치즈 페퍼로니 엣지 (L),빵 및 과자류,266,11.79,2.52,4.9,337.0,,2,0,2,2,5,11,D
피자_야채 피자 리치골드(L),빵 및 과자류,243,11.04,4.07,4.59,407.0,,2,1,2,2,5,12,D
피자_블록버스터4 피자 슈화 더블 치즈 페퍼로니 엣지 (L),빵 및 과자류,281,15.47,2.72,5.81,520.0,,2,0,2,3,5,12,D
피자_콤비네이션 1인피자,빵 및 과자류,252,12.78,4.03,5.64,436.0,,2,1,2,2,5,12,D
피자_콤비네이션 피자 치즈캡 (M),빵 및 과자류,259,14.63,2.83,5.74,498.0,,2,0,2,3,5,12,D
피자_칠리불갈비 피자 리코타링 (R),빵 및 과자류,281,15.19,3.8,6.33,473.0,,2,1,2,3,5,13,D
피자_콤비네이션+LA BBQ불고기 피자 오리지날 (L),빵 및 과자류,280,13.8,2.95,5.0,645.0,,2,0,2,3,5,12,D
피자_치킨 바베큐 피자 골드링 (L),빵 및 과자류,266,13.74,6.41,4.58,563.0,,2,1,2,3,5,13,D
피자_베이컨듬뿍 피자 크림 (L),빵 및 과자류,286,14.41,1.8,6.31,427.0,,3,0,2,2,5,12,D
피자_베이컨포테이토 피자 프리첼 치즈 (M),빵 및 과자류,266,9.19,6.49,5.14,495.0,,2,1,2,3,5,13,D
피자_케이준포테이토쉬림프 피자 (L),빵 및 과자류,293,18.0,2.0,4.0,455.0,,3,0,2,2,5,12,D
피자_코코에그마요 피자 (L),빵 및 과자류,257,11.23,5.61,6.42,682.0,,2,1,2,3,5,13,D
피자_치킨 바베큐 피자 골드링 (F),빵 및 과자류,266,14.09,6.13,4.29,563.0,,2,1,2,3,5,13,D
피자_코코에그마요 피자 (M),빵 및 과자류,267,12.38,5.87,7.17,684.0,,2,1,2,3,5,13,D
피자_불고기 1인피자,빵 및 과자류,277,14.7,6.6,6.53,426.0,,2,1,2,2,5,12,D
피자_콤비네이션 피자 (L),빵 및 과자류,259,15.0,6.32,4.74,474.0,,2,1,2,3,5,13,D
피자_치즈후라이 피자 (L),빵 및 과자류,262,10.23,5.09,2.52,345.0,,2,1,1,2,5,11,D
피자_치즈 피자 치즈링 (R),빵 및 과자류,286,15.79,3.51,6.14,503.0,,3,0,2,3,5,13,D
피자_치즈 피자 치즈링 (L),빵 및 과자류,290,15.68,3.24,5.95,477.0,,3,0,2,3,5,13,D
피자_케이준더블쉬림프 피자 더블치즈크러스트 (L),빵 및 과자류,228,13.75,2.75,4.5,545.0,,1,0,2,3,5,11,D
피자_케미콤보 피자,빵 및 과자류,274,12.82,2.91,7.26,522.0,,2,0,2,3,5,12,D
피자_치킨할라피뇨 피자 치즈링 (G),빵 및 과자류,270,14.52,7.26,4.84,590.0,,2,1,2,3,5,13,D
피자_칠리새우 피자 리코타링 (L),빵 및 과자류,275,13.6,4.8,5.6,431.0,,2,1,2,2,5,12,D
피자_치킨인볼케이노 피자 (M),빵 및 과자류,235,18.3,4.58,3.92,366.0,,2,1,2,2,5,12,D
피자_치킨퀘사디아 피자,빵 및 과자류,258,14.07,3.52,4.02,427.0,,2,0,2,2,5,11,D
피자_콤비네이션+LA BBQ불고기 피자 팬 (L),빵 및 과자류,294,12.33,2.87,5.11,522.0,,3,0,2,3,5,13,D
피자_콤비네이션+LA BBQ불고기 피자 오리지널 파마산엣지 (L),빵 및 과자류,267,13.72,2.84,4.88,607.0,,2,0,2,3,5,12,D
피자_베이컨 피자 (L),빵 및 과자류,308,13.75,4.14,4.77,319.0,,3,1,2,1,5,12,D
피자_와이키키 피자 치즈링 (L),빵 및 과자류,260,15.0,1.67,5.0,430.0,,2,0,2,2,5,11,D
피자_수퍼슈프림 피자 프리첼 치즈 (M),빵 및 과자류,264,10.71,6.25,5.89,471.0,,2,1,2,3,5,13,D
피자_칠리불갈비 피자 리코타링 (L),빵 및 과자류,280,15.0,4.0,7.0,471.0,,2,1,2,3,5,13,D
피자_칠리불갈비 피자 석쇠 (L),빵 및 과자류,276,14.94,2.87,5.17,443.0,,2,0,2,2,5,11,D
피자_치킨 바베큐 피자 골드링 (P),빵 및 과자류,266,13.59,6.23,4.53,563.0,,2,1,2,3,5,13,D
피자_짱감자 피자 밀스크린 (L),빵 및 과자류,234,10.95,1.46,2.92,459.0,,2,0,1,3,5,11,D
피자_파인애플 피자 (L),빵 및 과자류,241,12.79,6.98,3.49,491.0,,2,1,1,3,5,12,D
피자_블랙앵거스 스테이크 피자 나폴리 (M),빵 및 과자류,231,11.0,6.0,5.0,434.0,,1,1,2,2,5,11,D
피자_슈퍼 디럭스 히어로 피자 더블치즈 엣지 (M),빵 및 과자류,254,12.0,0.8,5.7,520.0,,2,0,2,3,5,12,D
피자_이탈리안치즈 피자 (L),빵 및 과자류,288,11.61,5.48,5.0,246.0,,3,1,2,1,5,12,D
피자_이탈리안치즈 피자 바이트 (L),빵 및 과자류,272,15.45,4.92,4.97,565.0,,2,1,2,3,5,13,D
피자_인싸 피자 (L),빵 및 과자류,290,15.4,3.0,3.27,384.0,,3,0,1,2,5,11,D
피자_블랙타이거 슈림프 피자 오리지널 (M),빵 및 과자류,238,11.6,3.0,3.6,516.0,,2,0,1,3,5,11,D
피자_블랙타이거 슈림프 피자 씬 (M),빵 및 과자류,254,12.0,5.9,6.0,575.0,,2,1,2,3,5,13,D
피자_점보꿀고구마 피자,빵 및 과자류,251,14.05,7.18,4.18,282.0,,2,1,2,1,5,11,D
피자_블랙타이거 슈림프 피자 씬 (L),빵 및 과자류,251,11.6,6.6,6.0,557.0,,2,1,2,3,5,13,D
피자_점보스테이크불갈비 피자 (L),빵 및 과자류,240,12.47,5.75,4.69,321.0,,2,1,2,1,5,11,D
피자_파인애플 피자 (R),빵 및 과자류,227,8.37,9.79,4.84,285.0,,1,2,2,1,5,11,D
피자_파인애플 피자 (L),빵 및 과자류,235,8.66,8.97,4.79,296.0,,2,2,2,1,5,12,D
피자_페스티벌 피자 석쇠 (L),빵 및 과자류,251,14.0,7.0,4.0,445.0,,2,1,2,2,5,12,D
피자_불새피자 불고기새우 피자 (L),빵 및 과자류,226,12.77,4.79,3.72,600.0,,1,1,1,3,5,11,D
피자_브라운비프 피자,빵 및 과자류,257,14.21,4.18,6.07,398.0,,2,1,2,2,5,12,D
피자_킹쉬림프 피자 (L),빵 및 과자류,233,10.06,4.0,4.55,382.0,,1,1,2,2,5,11,D
피자_블랙앵거스 스테이크 피자 나폴리 (L),빵 및 과자류,233,11.5,5.8,4.6,449.0,,1,1,2,2,5,11,D
피자_토핑킹 피자 프리미엄 오리지널 (M),빵 및 과자류,260,13.76,3.56,4.02,618.0,,2,0,2,3,5,12,D
피자_토핑킹 피자 프리미엄 오리지널 (L),빵 및 과자류,257,13.59,3.67,3.91,615.0,,2,0,2,3,5,12,D
피자_브루클린 버거 피자 오리지널 파마산 치즈 (M),빵 및 과자류,275,13.64,4.86,5.26,582.0,,2,1,2,3,5,13,D
피자_직화불고기 피자 (L),빵 및 과자류,314,14.32,4.18,3.62,393.0,,3,1,1,2,5,12,D
피자_토핑킹 피자 리치골드 M,빵 및 과자류,258,12.88,4.6,4.89,479.0,,2,1,2,3,5,13,D
피자_블랙타이거 슈림프 피자 치즈버스트 나폴리 (L),빵 및 과자류,243,11.6,5.7,5.7,588.0,,2,1,2,3,5,13,D
피자_슈퍼 디럭스 히어로 피자 더블치즈 엣지 (L),빵 및 과자류,246,11.0,1.0,4.7,500.0,,2,0,2,3,5,12,D
피자_칠리불갈비 피자 석쇠 (R),빵 및 과자류,276,15.22,2.9,5.07,443.0,,2,0,2,2,5,11,D
피자_패티크러쉬 피자 (L),빵 및 과자류,254,13.15,4.04,6.86,414.0,,2,1,2,2,5,12,D
피자_포테이토 피자 슈화 더블 치즈 페퍼로니 엣지 (M),빵 및 과자류,282,12.29,2.07,5.58,410.0,,3,0,2,2,5,12,D
피자_야채 피자 (XL),빵 및 과자류,272,16.77,4.19,4.19,369.0,,2,1,2,2,5,12,D
피자_슈퍼 디럭스 히어로 피자 나폴리 (M),빵 및 과자류,250,12.6,1.4,5.3,531.0,,2,0,2,3,5,12,D
피자_블록버스터4 피자 슈화 더블 치즈 페퍼로니 엣지 (M),빵 및 과자류,285,14.32,2.75,6.37,548.0,,3,0,2,3,5,13,D
피자_칠리불갈비 피자 치즈링 (L),빵 및 과자류,271,15.69,2.94,5.88,503.0,,2,0,2,3,5,12,D
피자_칠리불갈비 피자 치즈링 (R),빵 및 과자류,271,15.95,2.45,5.52,505.0,,2,0,2,3,5,12,D
피자_칠리새우베이컨 피자 (XL),빵 및 과자류,252,19.27,4.07,4.73,387.0,,2,1,2,2,5,12,D
피자_칠리새우 피자 골드스윗 (L),빵 및 과자류,275,13.24,5.15,5.88,396.0,,2,1,2,2,5,12,D
피자_와이키키 피자 치즈링 (R),빵 및 과자류,259,15.03,1.73,5.78,439.0,,2,0,2,2,5,11,D
피자_콤비네이션+페페로니 피자 팬 (L),빵 및 과자류,297,11.49,2.79,4.9,547.0,,3,0,2,3,5,13,D
피자_콤비네이션+페페로니 피자 오리지널 파마산엣지 (L),빵 및 과자류,269,12.95,2.8,4.7,639.0,,2,0,2,3,5,12,D
피자_콤비네이션+페페로니 피자 오리지널 (L),빵 및 과자류,269,12.73,2.89,4.38,637.0,,2,0,2,3,5,12,D
피자_블랙앵거스 스테이크 피자 슈화 더블 치즈 페퍼로니 엣지 (L),빵 및 과자류,278,13.98,4.56,6.15,430.0,,2,1,2,2,5,12,D
피자_크리스피 치즈 페퍼로니 피자 씬 (F),빵 및 과자류,324,14.66,2.44,6.11,671.0,,3,0,2,3,5,13,D
피자_크리스피 치즈 트리플 피자 씬 (F),빵 및 과자류,342,15.94,2.08,5.55,682.0,,3,0,2,3,5,13,D
피자_유로코베스트 피자,빵 및 과자류,272,12.92,4.4,5.36,433.0,,2,1,2,2,5,12,D
피자_포테이토 피자 더블치즈 페퍼로니 엣지 (L),빵 및 과자류,241,11.56,2.36,5.29,404.0,,2,0,2,2,5,11,D
피자_페스티벌 피자 리코타링 (L),빵 및 과자류,260,14.29,7.14,5.36,473.0,,2,1,2,3,5,13,D
피자_페스티벌 피자 골드스윗 (R),빵 및 과자류,257,12.98,7.63,5.34,427.0,,2,2,2,2,5,13,D
피자_페스티벌 피자 골드스윗 (L),빵 및 과자류,261,13.82,7.32,5.69,431.0,,2,1,2,2,5,12,D
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 오리지널 (L),빵 및 과자류,242,10.7,4.5,3.0,429.0,,2,1,1,2,5,11,D
피자_펍스리라차 피자,빵 및 과자류,241,12.36,4.03,4.29,441.0,,2,1,2,2,5,12,D
피자_블랙타이거 슈림프 피자 치즈버스트 오리지널 (L),빵 및 과자류,243,14.0,3.6,4.9,556.0,,2,0,2,3,5,12,D
피자_베이컨듬뿍 피자 토마토 (L),빵 및 과자류,267,14.35,5.38,4.93,435.0,,2,1,2,2,5,12,D
피자_베이컨딥체다치즈 피자 (L),빵 및 과자류,276,14.64,3.44,7.68,402.0,,2,0,3,2,5,12,D
피자_포테이토 피자 골드 에그타르트 (M),빵 및 과자류,230,11.19,5.91,4.24,409.0,,1,1,2,2,5,11,D
피자_불고기 체다 스타라이트 피자 슈화 더블치즈 페퍼로니 엣지 (L),빵 및 과자류,268,12.51,1.93,5.81,440.0,,2,0,2,2,5,11,D
피자_치즈퐁듀파이어미트 피자 오리지널 (L),빵 및 과자류,237,11.72,2.76,3.45,521.0,,2,0,1,3,5,11,D
피자_치즈폭탄 피자 (L),빵 및 과자류,288,21.18,1.24,7.49,610.0,,3,0,2,3,5,13,D
피자_치즈더포테이토 피자 마니아 파마산엣지 (L),빵 및 과자류,287,11.28,1.28,5.28,452.0,,3,0,2,2,5,12,D
피자_크림치즈고르곤졸라 피자 (L),빵 및 과자류,323,3.15,1.62,8.78,379.0,,3,0,3,2,5,13,D
피자_치즈더포테이토 피자 마니아 파마산엣지 (M),빵 및 과자류,291,11.33,1.33,5.33,456.0,,3,0,2,2,5,12,D
피자_치즈로니 피자 (L),빵 및 과자류,287,16.22,4.59,7.12,409.0,,3,1,2,2,5,13,D
피자_치즈로니 피자 (R),빵 및 과자류,286,15.79,4.53,7.16,408.0,,3,1,2,2,5,13,D
피자_포게더 피자 치즈캡 (L),빵 및 과자류,246,12.31,6.25,4.69,384.0,,2,1,2,2,5,12,D
피자_포게더 피자 치즈캡 (M),빵 및 과자류,239,13.23,5.78,4.62,411.0,,2,1,2,2,5,12,D
피자_치즈블라썸 스테이크 피자 골드 (L),빵 및 과자류,245,11.78,5.48,5.18,429.0,,2,1,2,2,5,12,D
피자_웰빙다이어트야채 피자 (L),빵 및 과자류,245,13.02,4.09,5.02,394.0,,2,1,2,2,5,12,D
피자_포게더 피자 크림치즈 (L),빵 및 과자류,246,10.23,7.48,5.1,334.0,,2,2,2,2,5,13,D
피자_베이컨체더치즈 피자 오리지널 (M),빵 및 과자류,267,12.36,3.25,5.17,447.0,,2,0,2,2,5,11,D
피자_베이컨체더치즈 피자 치즈버스트 나폴리 (L),빵 및 과자류,279,14.26,3.68,8.52,551.0,,2,0,3,3,5,13,D
피자_치즈팡 피자 라이스골드 (R),빵 및 과자류,287,15.43,3.85,3.98,154.0,,3,1,2,0,5,11,D
피자_베이컨포테이토 피자 (L),빵 및 과자류,266,9.66,4.4,5.11,385.0,,2,1,2,2,5,12,D
피자_치즈 피자 (L),빵 및 과자류,288,17.76,6.36,4.89,423.0,,3,1,2,2,5,13,D
피자_치즈 피자 (L),빵 및 과자류,287,17.12,3.69,6.76,359.0,,3,0,2,2,5,12,D
피자_크림치즈볼 피자 석쇠 (L),빵 및 과자류,269,11.54,7.69,6.15,373.0,,2,2,2,2,5,13,D
피자_치즈 피자 (L),빵 및 과자류,257,14.01,5.73,3.18,521.0,,2,1,1,3,5,12,D
피자_치즈 피자 (L),빵 및 과자류,265,17.46,3.17,5.08,341.0,,2,0,2,2,5,11,D
피자_치즈 피자 (L),빵 및 과자류,279,16.19,3.73,5.4,425.0,,2,1,2,2,5,12,D
피자_치즈 피자 (L),빵 및 과자류,266,15.98,4.86,3.88,450.0,,2,1,2,2,5,12,D
피자_불고기 체다 스타라이트 피자 슈퍼시드 화이버 오리지널 (M),빵 및 과자류,261,11.0,2.6,4.0,371.0,,2,0,2,2,5,11,D
피자_치즈폭탄 더블임실치즈슈퍼슈프림 피자 (L),빵 및 과자류,238,14.38,2.74,4.38,425.0,,2,0,2,2,5,11,D
피자_치즈 피자 (L),빵 및 과자류,273,17.19,3.13,5.63,344.0,,2,0,2,2,5,11,D
피자_치즈폭탄 더블임실치즈불고기 피자 (L),빵 및 과자류,234,15.89,2.65,4.5,395.0,,2,0,2,2,5,11,D
피자_콤비네이션 피자 (L),빵 및 과자류,301,17.65,3.24,5.71,329.0,,3,0,2,1,5,11,D
피자_와이키키 피자 골드스윗 (L),빵 및 과자류,268,13.95,3.1,6.2,367.0,,2,0,2,2,5,11,D
피자_아시아고 피자 밀스크린고구마크러스트 (R),빵 및 과자류,249,11.69,6.49,4.03,440.0,,2,1,2,2,5,12,D
피자_포테이토 피자 골드스윗 (R),빵 및 과자류,285,12.5,5.56,6.25,415.0,,3,1,2,2,5,13,D
피자_콤비네이션 피자,빵 및 과자류,249,14.52,4.84,4.03,494.0,,2,1,2,3,5,13,D
피자_와규소보로 피자 (M),빵 및 과자류,240,11.99,10.25,3.18,465.0,,2,2,1,3,5,13,D
피자_와규소보로 피자 (L),빵 및 과자류,246,10.41,10.64,3.38,449.0,,2,2,1,2,5,12,D
피자_와규베스트플래버 피자 (L),빵 및 과자류,237,14.64,2.8,5.6,346.0,,2,0,2,2,5,11,D
피자_블록버스터4 피자 씬 (L),빵 및 과자류,250,13.0,5.0,6.6,569.0,,2,1,2,3,5,13,D
피자_블록버스터4 피자 씬 (M),빵 및 과자류,245,14.0,4.6,6.8,653.0,,2,1,2,3,5,13,D
피자_포게더 피자 골드 (L),빵 및 과자류,245,11.15,7.07,4.81,359.0,,2,1,2,2,5,12,D
피자_베이컨포테이토 피자 (L),빵 및 과자류,260,14.23,1.67,5.44,477.0,,2,0,2,3,5,12,D
피자_치즈폭탄 핵치즈폭탄 피자 (L),빵 및 과자류,254,14.93,2.99,4.55,441.0,,2,0,2,2,5,11,D
피자_산체스타타코 피자 (L),빵 및 과자류,245,12.14,4.08,3.88,559.0,,2,1,2,3,5,13,D
피자_치즈폭탄 더블임실치즈페파로니 피자 (L),빵 및 과자류,240,15.17,2.76,3.93,457.0,,2,0,2,2,5,11,D
피자_불고기 체다 스타라이트 피자 치즈버스트 오리지널 (L),빵 및 과자류,260,11.9,2.7,5.5,500.0,,2,0,2,3,5,12,D
피자_불고기 체다 스타라이트 피자 치즈버스트 나폴리 (L),빵 및 과자류,262,12.8,3.0,7.0,531.0,,2,0,2,3,5,12,D
피자_불고기 체다 스타라이트 피자 오리지널 (M),빵 및 과자류,251,11.0,1.8,4.0,471.0,,2,0,2,3,5,12,D
피자_불고기 체다 스타라이트 피자 오리지널 (L),빵 및 과자류,244,11.0,1.9,4.0,475.0,,2,0,2,3,5,12,D
